,line_id,order_id,order_date,order_timestamp,store_id,sku,quantity,product_style,product_category,product_size,product_list_price,line_total,parent_line_id,original_order_id,order_type,order_type_original
732,2I0000001482,2I01001045,2018-05-27 00:00:00,2018-05-27 17:27:33,28,11006161,1,236916,22, 9½,120.0,120.0,,2I01001045,1,1.0
733,3E0000021198,3E01014646,2018-05-27 00:00:00,2018-05-27 17:45:34,34,10810493,1,208956,22, 8½,150.0,150.0,,3E01014646,1,1.0
734,2F0000006838,2F01004924,2018-05-27 00:00:00,2018-05-27 17:51:51,25,11027109,1,239561,22, 9,128.0,128.0,,2F01004924,1,1.0
735,3D0000019473,3D01015009,2018-05-27 00:00:00,2018-05-27 18:08:43,33,10976189,1,232725,22,10,60.0,60.0,,3D01015009,1,1.0
736,3D0000019474,3D01015009,2018-05-27 00:00:00,2018-05-27 18:08:43,33,11016610,1,238111,22,11,130.0,130.0,,3D01015009,1,1.0
737,0F0000080273,0F01054793,2018-05-28 00:00:00,2018-05-28 11:01:22,5,11014079,-1,237727,22,11,170.0,-136.0,0F0000079335,0F01054175,3,
738,0F0000080275,0F01054793,2018-05-28 00:00:00,2018-05-28 11:01:22,5,11014079,1,237727,22,11,170.0,119.98,,0F01054793,3,1.0
739,3D0000019483,3D01015017,2018-05-28 00:00:00,2018-05-28 11:10:32,33,11014252,1,237740,22, 9,120.0,99.98,,3D01015017,1,
740,AF0000034904,AF01023821,2018-05-28 00:00:00,2018-05-28 12:39:49,5,10996573,1,235469,22,10,130.0,109.98,,AF01023821,1,1.0
741,3E0000021238,3E01014665,2018-05-28 00:00:00,2018-05-28 13:33:52,34,11023766,1,239081,22, 9½,140.0,99.98,,3E01014665,1,1.0
742,AF0000034922,AF01023834,2018-05-28 00:00:00,2018-05-28 13:35:21,5,11036454,1,240800,22,12,198.0,149.98,,AF01023834,1,
743,AF0000034924,AF01023834,2018-05-28 00:00:00,2018-05-28 13:35:21,5,11020827,1,238644,22,13,55.0,49.98,,AF01023834,1,
744,AF0000034925,AF01023834,2018-05-28 00:00:00,2018-05-28 13:35:21,5,11026428,1,239446,22,12,150.0,129.98,,AF01023834,1,
745,2I0000001508,2I01001067,2018-05-28 00:00:00,2018-05-28 14:16:17,28,11023296,1,239013,22,10,95.0,79.98,,2I01001067,1,1.0
746,3E0000021248,3E01014670,2018-05-28 00:00:00,2018-05-28 14:37:40,34,10954887,1,229861,22,11,158.0,129.98,,3E01014670,1,1.0
747,2F0000006881,2F01004952,2018-05-28 00:00:00,2018-05-28 15:15:33,25,10849550,1,214317,22, 9,85.0,79.98,,2F01004952,1,1.0
748,0F0000080408,0F01054866,2018-05-28 00:00:00,2018-05-28 15:31:01,5,11014463,1,237759,22, 8,42.0,42.0,,0F01054866,1,1.0
749,3E0000021259,3E01014678,2018-05-28 00:00:00,2018-05-28 15:52:37,34,10974593,1,232548,22, 8½,150.0,129.98,,3E01014678,1,1.0
750,2I0000001516,2I01001072,2018-05-28 00:00:00,2018-05-28 15:54:02,28,11020833,1,238649,22,11,195.0,179.98,,2I01001072,1,1.0
751,2I0000001517,2I01001072,2018-05-28 00:00:00,2018-05-28 15:54:02,28,11020865,1,238656,22,11,195.0,179.98,,2I01001072,1,1.0
752,3E0000021264,3E01014681,2018-05-28 00:00:00,2018-05-28 16:23:45,34,10974592,1,232548,22, 8,150.0,129.98,,3E01014681,1,1.0
753,2F0000006903,2F01004966,2018-05-28 00:00:00,2018-05-28 16:55:02,25,11014333,1,237749,22,10,160.0,119.98,,2F01004966,1,1.0
754,2F0000006907,2F01004965,2018-05-28 00:00:00,2018-05-28 17:16:52,25,10700770,1,192880,22,12,168.0,149.98,,2F01004965,1,1.0
755,3D0000019510,3D01015034,2018-05-28 00:00:00,2018-05-28 17:27:26,33,10716849,1,195284,22,10½,125.0,109.98,,3D01015034,1,1.0
756,3D0000019511,3D01015035,2018-05-28 00:00:00,2018-05-28 17:29:53,33,11026774,1,239508,22, 9,158.0,119.98,,3D01015035,1,1.0
757,2I0000001527,2I01001077,2018-05-28 00:00:00,2018-05-28 17:44:58,28,10819829,1,210108,22,10,65.0,59.98,,2I01001077,1,1.0
758,2F0000006919,2F01004978,2018-05-28 00:00:00,2018-05-28 17:47:55,25,11014092,1,237728,22,11,140.0,109.98,,2F01004978,1,1.0
759,2F0000006920,2F01004978,2018-05-28 00:00:00,2018-05-28 17:47:55,25,11014466,1,237759,22,11,42.0,42.0,,2F01004978,1,1.0
760,3E0000021280,3E01014691,2018-05-28 00:00:00,2018-05-28 17:57:14,34,11021810,1,238806,22,12,170.0,149.98,,3E01014691,1,1.0
761,3D0000019515,3D01015040,2018-05-28 00:00:00,2018-05-28 18:02:31,33,11021833,1,238808,22, 9½,170.0,149.98,,3D01015040,1,1.0
762,2I0000001529,2I01001079,2018-05-28 00:00:00,2018-05-28 18:09:38,28,11020072,1,238507,22, 8,90.0,79.98,,2I01001079,1,1.0
763,2I0000001531,2I01001081,2018-05-28 00:00:00,2018-05-28 18:32:33,28,10887490,1,220088,22,10,158.0,139.98,,2I01001081,1,1.0
764,3D0000019523,3D01015044,2018-05-28 00:00:00,2018-05-28 18:39:45,33,11020188,1,237882,22,10½,160.0,129.98,,3D01015044,1,1.0
765,3E0000021294,3E01014699,2018-05-28 00:00:00,2018-05-28 18:49:56,34,10976538,1,232772,22, 8½,200.0,179.98,,3E01014699,1,
766,2I0000001533,2I01001084,2018-05-28 00:00:00,2018-05-28 18:50:01,28,10919617,1,224699,22,11,45.0,45.0,,2I01001084,1,1.0
767,2I0000001536,2I01001085,2018-05-28 00:00:00,2018-05-28 18:51:07,28,10919618,1,224699,22,12,45.0,45.0,,2I01001085,1,1.0
768,2I0000001538,2I01001087,2018-05-28 00:00:00,2018-05-28 19:00:27,28,11023297,1,239013,22,11,95.0,79.98,,2I01001087,1,1.0
769,2I0000001543,2I01001089,2018-05-28 00:00:00,2018-05-28 19:10:58,28,11017773,1,238236,22,10,110.0,99.98,,2I01001089,1,1.0
770,3D0000019531,3D01015049,2018-05-28 00:00:00,2018-05-28 19:13:43,33,11036453,1,240800,22,11,198.0,149.98,,3D01015049,1,1.0
771,3D0000019538,3D01015053,2018-05-28 00:00:00,2018-05-28 19:25:42,33,11014076,1,237727,22, 9½,170.0,119.98,,3D01015053,1,1.0
772,3D0000019539,3D01015053,2018-05-28 00:00:00,2018-05-28 19:25:42,33,11014103,1,237729,22,10,140.0,99.98,,3D01015053,1,1.0
773,3E0000021297,3E01014702,2018-05-28 00:00:00,2018-05-28 19:41:18,34,10997472,1,235644,22,11,195.0,179.98,,3E01014702,1,1.0
774,2I0000001546,2I01001091,2018-05-28 00:00:00,2018-05-28 19:55:01,28,11021746,1,238798,22,11,130.0,109.98,,2I01001091,1,1.0
775,AF0000035057,AF01023912,2018-05-28 00:00:00,2018-05-28 19:56:41,5,10875765,1,218247,22,10,115.0,99.98,,AF01023912,1,1.0
776,2I0000001548,2I01001093,2018-05-28 00:00:00,2018-05-28 20:23:10,28,11030952,1,240137,22,10,158.0,119.98,,2I01001093,1,1.0
777,2I0000001549,2I01001094,2018-05-28 00:00:00,2018-05-28 20:24:30,28,10973406,1,232414,22,11,150.0,129.98,,2I01001094,1,1.0
778,2I0000001550,2I01001095,2018-05-28 00:00:00,2018-05-28 20:25:28,28,11020088,1,238509,22,10,100.0,79.98,,2I01001095,1,1.0
779,3D0000019549,3D01015061,2018-05-28 00:00:00,2018-05-28 20:26:44,33,11022997,1,238987,22,10½,80.0,59.98,,3D01015061,1,1.0
780,3E0000021304,3E01014707,2018-05-28 00:00:00,2018-05-28 20:50:07,34,10976502,1,232769,22,10,200.0,179.98,,3E01014707,1,1.0
781,0F0000080577,0F01054967,2018-05-28 00:00:00,2018-05-28 20:54:39,5,10991581,1,234854,22, 7,120.0,99.98,,0F01054967,1,1.0
782,3E0000021306,3E01014708,2018-05-28 00:00:00,2018-05-28 20:58:08,34,10954838,1,229854,22,11,178.0,159.98,,3E01014708,1,1.0
783,3D0000019552,3D01015063,2018-05-28 00:00:00,2018-05-28 21:05:44,33,11020815,1,238643,22, 9,55.0,49.98,,3D01015063,1,1.0
784,3D0000019555,3D01015065,2018-05-28 00:00:00,2018-05-28 21:07:56,33,11027672,1,239648,22,11,98.0,48.98,,3D01015065,1,1.0
785,0F0000080601,0F01054980,2018-05-29 00:00:00,2018-05-29 10:20:01,5,11016493,-1,238099,22,10,140.0,-140.0,0F0000079177,0F01054071,3,
786,0F0000080602,0F01054980,2018-05-29 00:00:00,2018-05-29 10:20:01,5,11016494,1,238099,22,10½,140.0,119.98,,0F01054980,3,1.0
787,3E0000021316,3E01014717,2018-05-29 00:00:00,2018-05-29 10:54:34,34,10922150,1,225006,22,10,95.0,84.98,,3E01014717,1,
788,0F0000080615,0F01054990,2018-05-29 00:00:00,2018-05-29 11:12:05,5,10922150,1,225006,22,10,95.0,84.98,,0F01054990,1,1.0
789,0F0000080616,0F01054990,2018-05-29 00:00:00,2018-05-29 11:12:05,5,10922143,1,225005,22,10,95.0,84.98,,0F01054990,1,1.0
790,0F0000080617,0F01054990,2018-05-29 00:00:00,2018-05-29 11:12:05,5,10715247,1,195085,22,10,195.0,195.0,,0F01054990,1,1.0
791,0F0000080621,0F01054992,2018-05-29 00:00:00,2018-05-29 11:24:46,5,11022996,1,238987,22,10,80.0,59.98,,0F01054992,1,
792,0F0000080622,0F01054992,2018-05-29 00:00:00,2018-05-29 11:24:46,5,10939301,1,227520,22,10,90.0,69.98,,0F01054992,1,
793,3D0000019564,3D01015072,2018-05-29 00:00:00,2018-05-29 12:01:37,33,11016612,1,238111,22,12,130.0,99.98,,3D01015072,1,1.0
794,0F0000080644,0F01055009,2018-05-29 00:00:00,2018-05-29 12:30:18,5,11014329,-1,237749,22, 8,160.0,-128.0,0F0000080020,0F01054630,3,3.0
795,0F0000080645,0F01055009,2018-05-29 00:00:00,2018-05-29 12:30:18,5,11020208,1,237884,22, 8,170.0,139.98,,0F01055009,3,1.0
796,BB0000013410,BB01009044,2018-05-29 00:00:00,2018-05-29 12:49:34,11,11016651,1,238105,22,12,100.0,89.98,,BB01009044,1,1.0
797,BB0000013411,BB01009044,2018-05-29 00:00:00,2018-05-29 12:49:34,11,10974626,1,232550,22,12,80.0,69.98,,BB01009044,1,1.0
798,3D0000019587,3D01015085,2018-05-29 00:00:00,2018-05-29 13:13:44,33,10922147,1,225006,22, 7,95.0,84.98,,3D01015085,1,1.0
799,3D0000019590,3D01015087,2018-05-29 00:00:00,2018-05-29 13:32:16,33,11011698,1,237462,22,11,100.0,79.98,,3D01015087,1,1.0
800,3D0000019595,3D01015091,2018-05-29 00:00:00,2018-05-29 13:50:46,33,11020866,-1,238656,22,12,195.0,-195.0,3D0000017887,3D01013774,1,
801,0F0000080736,0F01055062,2018-05-29 00:00:00,2018-05-29 15:21:25,5,11014116,1,237730,22,10,150.0,129.98,,0F01055062,1,1.0
802,0F0000080769,0F01055089,2018-05-29 00:00:00,2018-05-29 16:40:07,5,11021530,1,238751,22,10,150.0,134.98,,0F01055089,1,1.0
803,3E0000021360,3E01014744,2018-05-29 00:00:00,2018-05-29 17:01:25,34,11029284,1,239904,22,11,128.0,99.98,,3E01014744,1,1.0
804,2F0000007016,2F01005047,2018-05-29 00:00:00,2018-05-29 18:01:32,25,11029289,1,239906,22, 8,128.0,99.98,,2F01005047,1,1.0
805,2I0000001591,2I01001132,2018-05-29 00:00:00,2018-05-29 19:15:50,28,11022713,1,238955,22, 8,95.0,79.98,,2I01001132,1,1.0
806,3D0000019626,3D01015114,2018-05-29 00:00:00,2018-05-29 19:23:11,33,11013998,1,237721,22, 9½,230.0,199.98,,3D01015114,1,1.0
807,2I0000001598,2I01001137,2018-05-29 00:00:00,2018-05-29 19:51:34,28,11023013,1,238988,22,12,80.0,59.98,,2I01001137,1,1.0
808,2I0000001599,2I01001137,2018-05-29 00:00:00,2018-05-29 19:51:34,28,10919613,1,224699,22, 7,45.0,45.0,,2I01001137,1,1.0
809,3E0000021387,3E01014760,2018-05-29 00:00:00,2018-05-29 19:54:58,34,11015779,1,238047,22,10,168.0,149.98,,3E01014760,1,1.0
810,3D0000019632,3D01015120,2018-05-29 00:00:00,2018-05-29 20:10:52,33,10981824,1,233481,22,10,128.0,109.98,,3D01015120,1,1.0
811,3D0000019635,3D01015122,2018-05-29 00:00:00,2018-05-29 20:17:27,33,10931905,1,226449,22, 8½,140.0,119.98,,3D01015122,1,1.0
812,2I0000001605,2I01001140,2018-05-29 00:00:00,2018-05-29 20:21:43,28,10872229,1,217734,22,10,75.0,64.98,,2I01001140,1,
813,2I0000001606,2I01001140,2018-05-29 00:00:00,2018-05-29 20:21:43,28,11022944,1,238982,22,10,80.0,69.98,,2I01001140,1,
814,2I0000001610,2I01001141,2018-05-29 00:00:00,2018-05-29 20:36:47,28,11021208,1,238695,22,10,35.0,29.98,,2I01001141,1,1.0
815,2I0000001618,2I01001144,2018-05-29 00:00:00,2018-05-29 21:04:41,28,10716852,-1,195284,22,12,125.0,-125.0,2I0000001145,2I01000801,3,
816,2I0000001619,2I01001144,2018-05-29 00:00:00,2018-05-29 21:04:41,28,10716850,1,195284,22,11,125.0,109.98,,2I01001144,3,1.0
817,0F0000080868,0F01055162,2018-05-30 00:00:00,2018-05-30 10:21:21,5,11022996,-1,238987,22,10,80.0,-59.98,0F0000080621,0F01054992,2,
818,0F0000080869,0F01055162,2018-05-30 00:00:00,2018-05-30 10:21:21,5,10939301,-1,227520,22,10,90.0,-69.98,0F0000080622,0F01054992,2,
819,2F0000007054,2F01005069,2018-05-30 00:00:00,2018-05-30 11:15:35,25,10973771,1,232453,22,12,195.0,195.0,,2F01005069,1,1.0
820,2I0000001626,2I01001147,2018-05-30 00:00:00,2018-05-30 11:32:12,28,11029337,1,239914,22,10,128.0,63.98,,2I01001147,1,1.0
821,2I0000001627,2I01001148,2018-05-30 00:00:00,2018-05-30 11:46:44,28,11020094,1,238510,22, 9,100.0,79.98,,2I01001148,1,1.0
822,2I0000001636,2I01001156,2018-05-30 00:00:00,2018-05-30 12:31:39,28,11017512,-1,238200,22,11,150.0,-150.0,2I0000001387,2I01000974,1,
823,2F0000007082,2F01005086,2018-05-30 00:00:00,2018-05-30 13:26:39,25,11016413,1,238093,22, 9,55.0,49.98,,2F01005086,1,
824,2F0000007083,2F01005086,2018-05-30 00:00:00,2018-05-30 13:26:39,25,11020807,1,238645,22, 9,75.0,64.98,,2F01005086,1,
825,3D0000019671,3D01015146,2018-05-30 00:00:00,2018-05-30 13:43:52,33,11026764,1,239506,22, 9,158.0,139.98,,3D01015146,1,1.0
826,3D0000019675,3D01015150,2018-05-30 00:00:00,2018-05-30 14:03:10,33,11014465,1,237759,22,10,42.0,42.0,,3D01015150,1,1.0
827,2I0000001639,2I01001159,2018-05-30 00:00:00,2018-05-30 14:24:52,28,11020073,1,238507,22, 9,90.0,79.98,,2I01001159,1,1.0
828,2F0000007093,2F01005092,2018-05-30 00:00:00,2018-05-30 15:18:00,25,11027574,1,239639,22, 9,128.0,99.98,,2F01005092,1,1.0
829,2F0000007096,2F01005092,2018-05-30 00:00:00,2018-05-30 15:18:00,25,10976513,1,232770,22, 9,200.0,179.98,,2F01005092,1,1.0
830,3D0000019681,3D01015155,2018-05-30 00:00:00,2018-05-30 15:45:06,33,10973419,1,232415,22,11,150.0,129.98,,3D01015155,1,1.0
831,3E0000021457,3E01014807,2018-05-30 00:00:00,2018-05-30 17:09:47,34,10963552,-1,230888,22,11,350.0,-350.0,3E0000020365,3E01014086,3,
832,3E0000021458,3E01014807,2018-05-30 00:00:00,2018-05-30 17:09:47,34,10963552,1,230888,22,11,350.0,249.98,,3E01014807,3,1.0
833,3E0000021459,3E01014808,2018-05-30 00:00:00,2018-05-30 17:18:59,34,10767386,1,202529,22,10½,65.0,59.98,,3E01014808,1,1.0
834,3D0000019694,3D01015166,2018-05-30 00:00:00,2018-05-30 17:29:09,33,11026561,1,239463,22, 8½,75.0,69.98,,3D01015166,1,1.0
835,2I0000001664,2I01001176,2018-05-30 00:00:00,2018-05-30 17:47:17,28,10872229,-1,217734,22,10,75.0,-64.98,2I0000001605,2I01001140,2,
836,2I0000001665,2I01001176,2018-05-30 00:00:00,2018-05-30 17:47:17,28,11022944,-1,238982,22,10,80.0,-69.98,2I0000001606,2I01001140,2,
837,3D0000019705,3D01015175,2018-05-30 00:00:00,2018-05-30 18:11:12,33,11022858,1,238972,22, 8,100.0,100.0,,3D01015175,1,1.0
838,2F0000007142,2F01005120,2018-05-30 00:00:00,2018-05-30 19:01:26,25,11022922,1,238980,22,12,80.0,69.98,,2F01005120,1,1.0
839,3D0000019716,3D01015185,2018-05-30 00:00:00,2018-05-30 19:10:15,33,11014525,1,237775,22,10,45.0,45.0,,3D01015185,1,
840,2F0000007144,2F01005122,2018-05-30 00:00:00,2018-05-30 19:16:59,25,10991583,1,234854,22, 8,120.0,99.98,,2F01005122,1,1.0
841,0F0000081124,0F01055336,2018-05-30 00:00:00,2018-05-30 19:22:32,5,10941100,1,227793,22,11,168.0,149.98,,0F01055336,1,1.0
842,0F0000081126,0F01055337,2018-05-30 00:00:00,2018-05-30 19:26:30,5,11002037,1,236177,22, 9,130.0,79.98,,0F01055337,1,1.0
843,2F0000007163,2F01005136,2018-05-31 00:00:00,2018-05-31 10:15:11,25,10924311,1,225274,22, 9½,140.0,119.98,,2F01005136,1,1.0
844,3E0000021518,3E01014840,2018-05-31 00:00:00,2018-05-31 10:24:08,34,10786142,1,205430,22,11,145.0,129.98,,3E01014840,1,1.0
845,3E0000021522,3E01014842,2018-05-31 00:00:00,2018-05-31 10:44:09,34,10976177,1,232724,22, 6,150.0,150.0,,3E01014842,1,
846,AF0000035348,AF01024082,2018-05-31 00:00:00,2018-05-31 10:49:22,5,11020928,1,238663,22, 9,195.0,179.98,,AF01024082,1,1.0
847,3E0000021535,3E01014851,2018-05-31 00:00:00,2018-05-31 11:56:10,34,10834070,1,212273,22,10,200.0,200.0,,3E01014851,1,1.0
848,3E0000021546,3E01014859,2018-05-31 00:00:00,2018-05-31 12:52:51,34,11014464,1,237759,22, 9,42.0,42.0,,3E01014859,1,1.0
849,3E0000021547,3E01014859,2018-05-31 00:00:00,2018-05-31 12:52:51,34,11005216,1,236740,22,10,128.0,63.98,,3E01014859,1,1.0
850,3E0000021556,3E01014866,2018-05-31 00:00:00,2018-05-31 13:16:26,34,11030391,-1,240107,22,10,150.0,-150.0,3E0000019693,3E01013658,1,
851,3E0000021562,3E01014873,2018-05-31 00:00:00,2018-05-31 13:37:28,34,11014525,1,237775,22,10,45.0,45.0,,3E01014873,1,1.0
852,2F0000007201,2F01005161,2018-05-31 00:00:00,2018-05-31 14:03:06,25,11005314,1,236741,22,11,128.0,63.98,,2F01005161,1,1.0
853,3E0000021577,3E01014885,2018-05-31 00:00:00,2018-05-31 14:47:49,34,11005313,1,236741,22,10,128.0,63.98,,3E01014885,1,1.0
854,1B0000039207,1B01026801,2018-05-31 00:00:00,2018-05-31 15:09:02,11,10973405,1,232414,22,10½,150.0,129.98,,1B01026801,1,1.0
855,1B0000039208,1B01026801,2018-05-31 00:00:00,2018-05-31 15:09:02,11,11030990,1,240143,22,10,158.0,119.98,,1B01026801,1,1.0
856,3E0000021592,3E01014893,2018-05-31 00:00:00,2018-05-31 16:50:41,34,11016478,1,238098,22, 9,140.0,119.98,,3E01014893,1,1.0
857,3E0000021593,3E01014893,2018-05-31 00:00:00,2018-05-31 16:50:41,34,10846680,1,213998,22, 9,85.0,69.98,,3E01014893,1,1.0
858,3D0000019783,3D01015233,2018-05-31 00:00:00,2018-05-31 17:13:25,33,11014525,-1,237775,22,10,45.0,-45.0,3D0000019716,3D01015185,1,
860,3E0000021599,3E01014896,2018-05-31 00:00:00,2018-05-31 17:16:52,34,10954941,1,229869,22,11,168.0,149.98,,3E01014896,1,1.0
861,3D0000019809,3D01015254,2018-06-01 00:00:00,2018-06-01 10:14:01,33,11027672,1,239648,22,11,98.0,48.98,,3D01015254,1,1.0
862,1B0000039351,1B01026876,2018-06-01 00:00:00,2018-06-01 10:52:46,11,11021708,1,238788,22, 9,55.0,49.98,,1B01026876,1,1.0
863,3D0000019812,3D01015257,2018-06-01 00:00:00,2018-06-01 11:15:47,33,10980468,1,233286,22, 9,178.0,159.98,,3D01015257,1,1.0
864,3D0000019819,3D01015263,2018-06-01 00:00:00,2018-06-01 11:47:00,33,11016604,1,238111,22, 8,130.0,99.98,,3D01015263,1,1.0
865,3E0000021632,3E01014920,2018-06-01 00:00:00,2018-06-01 11:48:04,34,10954870,1,229859,22, 8,158.0,139.98,,3E01014920,1,1.0
866,3D0000019823,3D01015266,2018-06-01 00:00:00,2018-06-01 12:09:36,33,11026423,1,239446,22, 9½,150.0,129.98,,3D01015266,1,1.0
867,3E0000021641,3E01014927,2018-06-01 00:00:00,2018-06-01 12:15:58,34,11016491,1,238099,22, 9,140.0,119.98,,3E01014927,1,1.0
868,3D0000019829,3D01015269,2018-06-01 00:00:00,2018-06-01 12:40:05,33,11021810,1,238806,22,12,170.0,149.98,,3D01015269,1,1.0
869,2F0000007319,2F01005237,2018-06-01 00:00:00,2018-06-01 13:30:08,25,11016413,-1,238093,22, 9,55.0,-49.98,2F0000007082,2F01005086,3,
870,2F0000007320,2F01005237,2018-06-01 00:00:00,2018-06-01 13:30:08,25,11020807,-1,238645,22, 9,75.0,-64.98,2F0000007083,2F01005086,3,
871,2F0000007321,2F01005237,2018-06-01 00:00:00,2018-06-01 13:30:08,25,11020808,1,238645,22,10,75.0,64.98,,2F01005237,3,1.0
872,2F0000007322,2F01005237,2018-06-01 00:00:00,2018-06-01 13:30:08,25,11016415,1,238093,22,10,55.0,49.98,,2F01005237,3,1.0
873,AF0000035619,AF01024268,2018-06-01 00:00:00,2018-06-01 14:30:18,5,11020827,-1,238644,22,13,55.0,-49.98,AF0000034924,AF01023834,1,
874,2F0000007335,2F01005248,2018-06-01 00:00:00,2018-06-01 14:32:13,25,11014334,1,237749,22,10½,160.0,119.98,,2F01005248,1,
875,2I0000001758,2I01001245,2018-06-01 00:00:00,2018-06-01 14:46:49,28,10924810,-1,225367,22, 9½,100.0,-100.0,2I0000001194,2I01000842,1,
876,2F0000007344,2F01005254,2018-06-01 00:00:00,2018-06-01 15:14:41,25,11036514,1,240808,22, 8,198.0,149.98,,2F01005254,1,1.0
877,2I0000001783,2I01001259,2018-06-01 00:00:00,2018-06-01 16:26:33,28,10973411,1,232415,22, 7,150.0,129.98,,2I01001259,1,1.0
878,2I0000001787,2I01001262,2018-06-01 00:00:00,2018-06-01 17:09:26,28,10997469,1,235644,22, 8,195.0,179.98,,2I01001262,1,1.0
879,3D0000019876,3D01015304,2018-06-01 00:00:00,2018-06-01 17:20:40,33,10716850,1,195284,22,11,125.0,109.98,,3D01015304,1,1.0
880,2F0000007381,2F01005276,2018-06-01 00:00:00,2018-06-01 17:23:59,25,10954878,1,229860,22, 9,158.0,139.98,,2F01005276,1,1.0
881,2F0000007382,2F01005276,2018-06-01 00:00:00,2018-06-01 17:23:59,25,11021708,1,238788,22, 9,55.0,49.98,,2F01005276,1,1.0
882,2I0000001794,2I01001268,2018-06-01 00:00:00,2018-06-01 18:12:49,28,10875782,1,218248,22,12,115.0,99.98,,2I01001268,1,1.0
883,2I0000001795,2I01001268,2018-06-01 00:00:00,2018-06-01 18:12:49,28,11020931,1,238663,22,12,195.0,179.98,,2I01001268,1,1.0
884,1B0000039563,1B01027000,2018-06-01 00:00:00,2018-06-01 19:46:08,11,10922150,1,225006,22,10,95.0,84.98,,1B01027000,1,1.0
885,1B0000039567,1B01027003,2018-06-01 00:00:00,2018-06-01 19:52:45,11,10835255,1,212475,22, 8,140.0,124.98,,1B01027003,1,1.0
886,3E0000021741,3E01014984,2018-06-01 00:00:00,2018-06-01 19:55:23,34,10976538,-1,232772,22, 8½,200.0,-179.98,3E0000021294,3E01014699,1,
887,AF0000035760,AF01024359,2018-06-01 00:00:00,2018-06-01 20:20:23,5,11017721,1,238095,22, 9,120.0,109.98,,AF01024359,1,1.0
888,2I0000001816,2I01001284,2018-06-01 00:00:00,2018-06-01 21:00:53,28,11027033,1,239560,22, 9,128.0,99.98,,2I01001284,1,1.0
889,0F0000081817,0F01055818,2018-06-02 00:00:00,2018-06-02 11:11:44,5,11036507,1,240807,22, 9,198.0,149.98,,0F01055818,1,1.0
890,0F0000081818,0F01055818,2018-06-02 00:00:00,2018-06-02 11:11:44,5,11042009,1,241655,22, 9,158.0,139.98,,0F01055818,1,1.0
891,AF0000035819,AF01024395,2018-06-02 00:00:00,2018-06-02 11:46:21,5,10974587,1,232547,22,12,150.0,129.98,,AF01024395,1,1.0
892,AF0000035820,AF01024395,2018-06-02 00:00:00,2018-06-02 11:46:21,5,11014467,1,237759,22,12,42.0,42.0,,AF01024395,1,1.0
893,2F0000007457,2F01005327,2018-06-02 00:00:00,2018-06-02 11:54:36,25,10966688,1,231300,22,11,110.0,99.98,,2F01005327,1,1.0
894,2I0000001833,2I01001296,2018-06-02 00:00:00,2018-06-02 12:15:20,28,11042040,1,241657,22,11,158.0,139.98,,2I01001296,1,1.0
895,1B0000039684,1B01027079,2018-06-02 00:00:00,2018-06-02 12:25:19,11,11026437,1,239447,22,10,150.0,129.98,,1B01027079,1,1.0
896,AF0000035838,AF01024403,2018-06-02 00:00:00,2018-06-02 12:29:51,5,10919617,1,224699,22,11,45.0,45.0,,AF01024403,1,1.0
897,AF0000035839,AF01024403,2018-06-02 00:00:00,2018-06-02 12:29:51,5,11014001,1,237721,22,11,230.0,199.98,,AF01024403,1,1.0
898,3D0000019940,3D01015350,2018-06-02 00:00:00,2018-06-02 12:49:48,33,11020865,1,238656,22,11,195.0,179.98,,3D01015350,1,1.0
899,0F0000081895,0F01055866,2018-06-02 00:00:00,2018-06-02 12:50:24,5,11014126,-1,237731,22, 8½,120.0,-120.0,AF0000032890,AF01022486,1,
900,2I0000001855,2I01001305,2018-06-02 00:00:00,2018-06-02 13:10:41,28,11016567,1,238113,22, 9,130.0,64.98,,2I01001305,1,1.0
901,2I0000001857,2I01001306,2018-06-02 00:00:00,2018-06-02 13:19:16,28,10959742,1,230456,22,10,168.0,149.98,,2I01001306,1,1.0
902,2I0000001860,2I01001309,2018-06-02 00:00:00,2018-06-02 13:31:29,28,11023021,1,238989,22, 9½,80.0,59.98,,2I01001309,1,1.0
903,2I0000001862,2I01001310,2018-06-02 00:00:00,2018-06-02 13:34:29,28,10846683,1,213998,22,10½,85.0,69.98,,2I01001310,1,1.0
904,2I0000001867,2I01001314,2018-06-02 00:00:00,2018-06-02 14:01:50,28,10711344,1,194519,22,10,150.0,134.98,,2I01001314,1,1.0
905,2I0000001879,2I01001321,2018-06-02 00:00:00,2018-06-02 14:24:54,28,11021299,-1,238707,22,10,200.0,-200.0,2I0000001384,2I01000971,1,
906,2F0000007494,2F01005356,2018-06-02 00:00:00,2018-06-02 14:38:11,25,10674535,1,188944,22, 8,298.0,249.98,,2F01005356,1,1.0
907,3E0000021853,3E01015063,2018-06-02 00:00:00,2018-06-02 15:03:46,34,11021936,1,238817,22,12,65.0,59.98,,3E01015063,1,1.0
908,2I0000001896,2I01001337,2018-06-02 00:00:00,2018-06-02 15:29:05,28,10968360,1,231546,22, 8,175.0,159.98,,2I01001337,1,
909,2I0000001899,2I01001340,2018-06-02 00:00:00,2018-06-02 15:39:55,28,11026450,1,239448,22,10,150.0,129.98,,2I01001340,1,1.0
910,3E0000021864,3E01015074,2018-06-02 00:00:00,2018-06-02 15:45:23,34,10875370,1,218198,22, 9,65.0,59.98,,3E01015074,1,
