line_id,order_id,order_date,order_timestamp,store_id,sku,quantity,product_style,product_category,product_size,product_list_price,line_total,parent_line_id
0F0000079045,0F01053968,"2018-05-23 00:00:00","2018-05-23 13:10:01",05,11014343,1,237750,22," 8½",160.00,128.00,NULL
0F0000079046,0F01053968,"2018-05-23 00:00:00","2018-05-23 13:10:01",05,11016413,1,238093,22," 9",55.00,55.00,NULL
0F0000079076,0F01053994,"2018-05-23 00:00:00","2018-05-23 14:43:55",05,11026080,1,239395,22," 9½",95.00,95.00,NULL
3E0000020840,3E01014401,"2018-05-23 00:00:00","2018-05-23 15:31:48",34,11023651,1,239041,22," 8½",125.00,125.00,NULL
AF0000034380,AF01023456,"2018-05-23 00:00:00","2018-05-23 18:13:34",05,11022897,1,238978,22," 9½",200.00,200.00,NULL
3E0000020859,3E01014412,"2018-05-23 00:00:00","2018-05-23 18:41:29",34,10794337,1,206411,22,11,150.00,150.00,NULL
0F0000079141,0F01054048,"2018-05-23 00:00:00","2018-05-23 20:10:46",05,10872228,1,217734,22," 9½",75.00,75.00,NULL
2I0000001194,2I01000842,"2018-05-23 00:00:00","2018-05-23 20:31:39",28,10924810,1,225367,22," 9½",100.00,100.00,NULL
3E0000020876,3E01014422,"2018-05-23 00:00:00","2018-05-23 20:35:11",34,11005374,1,236811,22,10,158.00,158.00,NULL
0F0000079151,0F01054057,"2018-05-23 00:00:00","2018-05-23 20:52:03",05,11021808,1,238806,22,10,170.00,170.00,NULL
0F0000079177,0F01054071,"2018-05-24 00:00:00","2018-05-24 10:51:01",05,11016493,1,238099,22,10,140.00,140.00,NULL
0F0000079188,0F01054076,"2018-05-24 00:00:00","2018-05-24 11:18:15",05,10924324,1,225275,22," 9½",140.00,140.00,NULL
3E0000020888,3E01014432,"2018-05-24 00:00:00","2018-05-24 11:47:47",34,10810495,1,208956,22," 9½",150.00,150.00,NULL
2F0000006498,2F01004694,"2018-05-24 00:00:00","2018-05-24 12:23:13",25,11027051,1,239562,22," 9",128.00,128.00,NULL
3E0000020890,3E01014434,"2018-05-24 00:00:00","2018-05-24 13:16:55",34,11015795,1,238049,22,10,168.00,168.00,NULL
3E0000020896,3E01014438,"2018-05-24 00:00:00","2018-05-24 15:04:02",34,11016456,1,238096,22,11,120.00,120.00,NULL
0F0000079272,0F01054127,"2018-05-24 00:00:00","2018-05-24 15:06:16",05,10716847,1,195284,22," 9½",125.00,125.00,NULL
0F0000079273,0F01054127,"2018-05-24 00:00:00","2018-05-24 15:06:16",05,10974598,1,232548,22,11,150.00,150.00,NULL
3D0000019180,3D01014794,"2018-05-24 00:00:00","2018-05-24 15:22:23",33,10872306,1,217759,22,10,75.00,75.00,NULL
2F0000006525,2F01004716,"2018-05-24 00:00:00","2018-05-24 15:34:46",25,11014387,1,237753,22,10,130.00,110.50,NULL
3D0000019186,3D01014799,"2018-05-24 00:00:00","2018-05-24 15:35:14",33,11022918,1,238980,22,10,80.00,80.00,NULL
3D0000019187,3D01014800,"2018-05-24 00:00:00","2018-05-24 15:37:09",33,10976517,1,232770,22,11,200.00,200.00,NULL
0F0000079335,0F01054175,"2018-05-24 00:00:00","2018-05-24 17:56:31",05,11014079,1,237727,22,11,170.00,136.00,NULL
0F0000079337,0F01054175,"2018-05-24 00:00:00","2018-05-24 17:56:31",05,11014465,1,237759,22,10,42.00,42.00,NULL
0F0000079403,0F01054223,"2018-05-24 00:00:00","2018-05-24 20:23:47",05,11026480,-1,239452,22,12,115.00,-115.00,AF0000033129
0F0000079404,0F01054223,"2018-05-24 00:00:00","2018-05-24 20:23:47",05,10887492,1,220088,22,12,158.00,158.00,NULL
0F0000079439,0F01054247,"2018-05-25 00:00:00","2018-05-25 10:07:18",05,11014465,1,237759,22,10,42.00,42.00,NULL
3E0000020933,3E01014465,"2018-05-25 00:00:00","2018-05-25 10:31:27",34,11020863,-1,238656,22," 9",195.00,-195.00,3E0000019270
3E0000020934,3E01014466,"2018-05-25 00:00:00","2018-05-25 10:33:53",34,10997460,1,235643,22," 7",195.00,195.00,NULL
0F0000079450,0F01054254,"2018-05-25 00:00:00","2018-05-25 10:52:00",05,11021781,1,238803,22," 9",170.00,170.00,NULL
AF0000034482,AF01023529,"2018-05-25 00:00:00","2018-05-25 11:47:49",05,11021853,1,238809,22,13,170.00,170.00,NULL
0F0000079507,0F01054292,"2018-05-25 00:00:00","2018-05-25 13:31:51",05,11021933,1,238817,22," 9",65.00,65.00,NULL
0F0000079522,0F01054300,"2018-05-25 00:00:00","2018-05-25 13:59:26",05,11014328,1,237749,22," 7½",160.00,128.00,NULL
0F0000079542,0F01054318,"2018-05-25 00:00:00","2018-05-25 14:57:10",05,11048607,1,242553,22,10,220.00,220.00,NULL
0F0000079543,0F01054318,"2018-05-25 00:00:00","2018-05-25 14:57:10",05,11015663,1,238024,22,10,175.00,175.00,NULL
2F0000006604,2F01004768,"2018-05-25 00:00:00","2018-05-25 15:28:47",25,11014254,-1,237740,22,10,120.00,-120.00,2F0000006255
2F0000006605,2F01004768,"2018-05-25 00:00:00","2018-05-25 15:28:47",25,11014253,1,237740,22," 9½",120.00,120.00,NULL
AF0000034530,AF01023563,"2018-05-25 00:00:00","2018-05-25 16:22:45",05,11026028,1,239392,22," 9½",95.00,95.00,NULL
2I0000001278,2I01000905,"2018-05-25 00:00:00","2018-05-25 16:40:14",28,11014464,1,237759,22," 9",42.00,42.00,NULL
AF0000034535,AF01023566,"2018-05-25 00:00:00","2018-05-25 16:44:57",05,11032361,1,240314,22,10,275.00,275.00,NULL
AF0000034536,AF01023566,"2018-05-25 00:00:00","2018-05-25 16:44:57",05,10930890,1,226305,22,10,158.00,158.00,NULL
0F0000079582,0F01054344,"2018-05-25 00:00:00","2018-05-25 17:02:36",05,10973402,1,232414,22," 9",150.00,150.00,NULL
0F0000079598,0F01054354,"2018-05-25 00:00:00","2018-05-25 17:45:00",05,10974611,1,232549,22,11,150.00,150.00,NULL
0F0000079600,0F01054357,"2018-05-25 00:00:00","2018-05-25 17:49:51",05,11020936,1,238664,22," 9",195.00,195.00,NULL
3D0000019285,3D01014860,"2018-05-25 00:00:00","2018-05-25 18:31:18",33,11027070,1,239564,22,10,128.00,128.00,NULL
3D0000019286,3D01014861,"2018-05-25 00:00:00","2018-05-25 18:38:40",33,11021717,1,238789,22,11,55.00,55.00,NULL
3D0000019289,3D01014863,"2018-05-25 00:00:00","2018-05-25 18:48:07",33,11019072,1,238426,22,12,140.00,140.00,NULL
3D0000019292,3D01014866,"2018-05-25 00:00:00","2018-05-25 19:14:24",33,10939278,1,227519,22," 8",90.00,90.00,NULL
2I0000001290,2I01000916,"2018-05-25 00:00:00","2018-05-25 19:19:49",28,10924843,1,225369,22,10,110.00,110.00,NULL
3E0000020977,3E01014499,"2018-05-25 00:00:00","2018-05-25 20:09:47",34,10875759,1,218247,22," 7",115.00,115.00,NULL
3E0000020992,3E01014508,"2018-05-26 00:00:00","2018-05-26 10:36:14",34,10997460,-1,235643,22," 7",195.00,-195.00,3E0000020934
1B0000038342,1B01026255,"2018-05-26 00:00:00","2018-05-26 13:39:57",11,11014463,1,237759,22," 8",42.00,42.00,NULL
3E0000021031,3E01014532,"2018-05-26 00:00:00","2018-05-26 13:44:47",34,11027062,1,239563,22,11,128.00,128.00,NULL
3E0000021036,3E01014537,"2018-05-26 00:00:00","2018-05-26 13:53:27",34,10930887,1,226305,22," 7",158.00,158.00,NULL
AF0000034643,AF01023643,"2018-05-26 00:00:00","2018-05-26 14:00:58",05,11020072,-1,238507,22," 8",90.00,-90.00,AF0000033405
2I0000001336,2I01000947,"2018-05-26 00:00:00","2018-05-26 14:10:14",28,11020053,1,238505,22,10,175.00,175.00,NULL
3E0000021046,3E01014542,"2018-05-26 00:00:00","2018-05-26 14:27:42",34,10751815,1,200383,22," 9",125.00,125.00,NULL
3E0000021047,3E01014543,"2018-05-26 00:00:00","2018-05-26 14:29:51",34,11014180,1,237735,22," 9½",120.00,99.98,NULL
3E0000021048,3E01014543,"2018-05-26 00:00:00","2018-05-26 14:29:51",34,11022859,1,238972,22," 9",100.00,100.00,NULL
AF0000034657,AF01023653,"2018-05-26 00:00:00","2018-05-26 14:29:58",05,11020213,1,237884,22,11,170.00,139.98,NULL
3E0000021050,3E01014544,"2018-05-26 00:00:00","2018-05-26 14:31:27",34,11005346,1,236823,22,10,178.00,178.00,NULL
3E0000021055,3E01014547,"2018-05-26 00:00:00","2018-05-26 15:02:31",34,11005346,-1,236823,22,10,178.00,-178.00,3E0000021050
3E0000021056,3E01014547,"2018-05-26 00:00:00","2018-05-26 15:02:31",34,11005451,1,236822,22,10,178.00,178.00,NULL
2I0000001352,2I01000955,"2018-05-26 00:00:00","2018-05-26 15:07:04",28,10497443,1,164119,22," 9",138.00,138.00,NULL
2I0000001356,2I01000958,"2018-05-26 00:00:00","2018-05-26 15:27:07",28,11014464,1,237759,22," 9",42.00,42.00,NULL
2I0000001363,2I01000962,"2018-05-26 00:00:00","2018-05-26 15:43:35",28,10924843,1,225369,22,10,110.00,110.00,NULL
2I0000001364,2I01000962,"2018-05-26 00:00:00","2018-05-26 15:43:35",28,11020199,1,237883,22,10,160.00,129.98,NULL
3E0000021075,3E01014559,"2018-05-26 00:00:00","2018-05-26 16:04:50",34,11014153,1,237733,22," 9",160.00,128.00,NULL
3E0000021078,3E01014562,"2018-05-26 00:00:00","2018-05-26 16:18:39",34,11017368,1,238170,22,10,220.00,220.00,NULL
2I0000001383,2I01000971,"2018-05-26 00:00:00","2018-05-26 16:30:56",28,10716849,1,195284,22,10½,125.00,125.00,NULL
2I0000001384,2I01000971,"2018-05-26 00:00:00","2018-05-26 16:30:56",28,11021299,1,238707,22,10,200.00,200.00,NULL
2I0000001387,2I01000974,"2018-05-26 00:00:00","2018-05-26 16:57:09",28,11017512,1,238200,22,11,150.00,150.00,NULL
3E0000021094,3E01014572,"2018-05-26 00:00:00","2018-05-26 17:08:39",34,11017258,1,238160,22," 7",75.00,64.98,NULL
3E0000021109,3E01014582,"2018-05-26 00:00:00","2018-05-26 18:29:11",34,11016413,1,238093,22," 9",55.00,55.00,NULL
3E0000021117,3E01014587,"2018-05-26 00:00:00","2018-05-26 19:11:10",34,11027603,1,239642,22,11,100.00,100.00,NULL
2I0000001408,2I01000990,"2018-05-26 00:00:00","2018-05-26 19:40:54",28,10986725,1,234090,22,11,195.00,195.00,NULL
3E0000021122,3E01014590,"2018-05-26 00:00:00","2018-05-26 19:50:12",34,10787963,1,205578,22,10,158.00,158.00,NULL
3E0000021123,3E01014590,"2018-05-26 00:00:00","2018-05-26 19:50:12",34,10787970,1,205579,22,10,158.00,158.00,NULL
2I0000001419,2I01000997,"2018-05-26 00:00:00","2018-05-26 21:08:32",28,11016491,1,238099,22," 9",140.00,140.00,NULL
2I0000001421,2I01000999,"2018-05-27 00:00:00","2018-05-27 11:20:43",28,10922148,1,225006,22," 8",95.00,95.00,NULL
0F0000080019,0F01054630,"2018-05-27 00:00:00","2018-05-27 12:05:33",05,11014328,-1,237749,22," 7½",160.00,-128.00,0F0000079522
0F0000080020,0F01054630,"2018-05-27 00:00:00","2018-05-27 12:05:33",05,11014329,1,237749,22," 8",160.00,128.00,NULL
3E0000021156,3E01014613,"2018-05-27 00:00:00","2018-05-27 13:11:33",34,10941107,1,227795,22,10,168.00,168.00,NULL
2F0000006782,2F01004888,"2018-05-27 00:00:00","2018-05-27 13:15:02",25,11024840,1,239197,22,10,120.00,120.00,NULL
2I0000001431,2I01001010,"2018-05-27 00:00:00","2018-05-27 13:18:53",28,11006160,1,236916,22," 9",120.00,120.00,NULL
0F0000080088,0F01054672,"2018-05-27 00:00:00","2018-05-27 13:41:12",05,11026604,1,239469,22," 8",90.00,90.00,NULL
2F0000006792,2F01004895,"2018-05-27 00:00:00","2018-05-27 13:50:00",25,10924323,1,225275,22," 9",140.00,140.00,NULL
2F0000006799,2F01004901,"2018-05-27 00:00:00","2018-05-27 14:36:29",25,11020979,1,238650,22,13,195.00,195.00,NULL
2F0000006800,2F01004901,"2018-05-27 00:00:00","2018-05-27 14:36:29",25,10976547,1,232772,22,13,200.00,200.00,NULL
0F0000080137,0F01054707,"2018-05-27 00:00:00","2018-05-27 14:37:29",05,11007120,1,237034,22," 7",325.00,325.00,NULL
0F0000080152,0F01054715,"2018-05-27 00:00:00","2018-05-27 14:58:01",05,11007120,-1,237034,22," 7",325.00,-325.00,0F0000080137
2F0000006804,2F01004904,"2018-05-27 00:00:00","2018-05-27 15:01:23",25,11020817,1,238643,22,11,55.00,55.00,NULL
2I0000001455,2I01001026,"2018-05-27 00:00:00","2018-05-27 15:05:40",28,10855564,1,215487,22,10,195.00,195.00,NULL
2I0000001459,2I01001030,"2018-05-27 00:00:00","2018-05-27 15:23:40",28,11036482,1,240804,22," 8",198.00,198.00,NULL
2F0000006813,2F01004911,"2018-05-27 00:00:00","2018-05-27 15:45:23",25,11048606,1,242553,22," 9½",220.00,220.00,NULL
3D0000019432,3D01014982,"2018-05-27 00:00:00","2018-05-27 15:47:13",33,11023261,1,239008,22,10½,160.00,128.00,NULL
3E0000021182,3E01014633,"2018-05-27 00:00:00","2018-05-27 15:59:29",34,11021885,1,238812,22," 9½",130.00,130.00,NULL
2F0000006815,2F01004912,"2018-05-27 00:00:00","2018-05-27 16:04:10",25,10981827,1,233481,22,13,128.00,128.00,NULL
3D0000019439,3D01014987,"2018-05-27 00:00:00","2018-05-27 16:10:02",33,11016494,1,238099,22,10½,140.00,140.00,NULL
2I0000001466,2I01001035,"2018-05-27 00:00:00","2018-05-27 16:12:19",28,11036482,-1,240804,22," 8",198.00,-198.00,2I0000001459
2I0000001467,2I01001035,"2018-05-27 00:00:00","2018-05-27 16:12:19",28,11036450,1,240800,22," 8",198.00,198.00,NULL
2F0000006816,2F01004913,"2018-05-27 00:00:00","2018-05-27 16:13:35",25,11016430,1,238094,22,11,55.00,55.00,NULL
3E0000021185,3E01014636,"2018-05-27 00:00:00","2018-05-27 16:27:25",34,11014473,1,237760,22,10,45.00,45.00,NULL
2F0000006819,2F01004915,"2018-05-27 00:00:00","2018-05-27 16:50:55",25,10895400,1,221060,22," 7",75.00,75.00,NULL
3E0000021194,3E01014644,"2018-05-27 00:00:00","2018-05-27 17:02:09",34,11020088,1,238509,22,10,100.00,100.00,NULL
3E0000021195,3E01014644,"2018-05-27 00:00:00","2018-05-27 17:02:09",34,10919616,1,224699,22,10,45.00,45.00,NULL
1B0000038657,1B01026452,"2018-05-27 00:00:00","2018-05-27 17:04:59",11,11030981,1,240139,22," 8",158.00,158.00,NULL
1B0000038658,1B01026452,"2018-05-27 00:00:00","2018-05-27 17:04:59",11,11023764,1,239081,22," 8½",140.00,140.00,NULL
3D0000019452,3D01014995,"2018-05-27 00:00:00","2018-05-27 17:05:04",33,11016389,1,238091,22,10,130.00,130.00,NULL
2I0000001481,2I01001045,"2018-05-27 00:00:00","2018-05-27 17:27:33",28,10767389,1,202529,22,12,65.00,65.00,NULL
2I0000001482,2I01001045,"2018-05-27 00:00:00","2018-05-27 17:27:33",28,11006161,1,236916,22," 9½",120.00,120.00,NULL
3E0000021198,3E01014646,"2018-05-27 00:00:00","2018-05-27 17:45:34",34,10810493,1,208956,22," 8½",150.00,150.00,NULL
2F0000006838,2F01004924,"2018-05-27 00:00:00","2018-05-27 17:51:51",25,11027109,1,239561,22," 9",128.00,128.00,NULL
3D0000019473,3D01015009,"2018-05-27 00:00:00","2018-05-27 18:08:43",33,10976189,1,232725,22,10,60.00,60.00,NULL
3D0000019474,3D01015009,"2018-05-27 00:00:00","2018-05-27 18:08:43",33,11016610,1,238111,22,11,130.00,130.00,NULL
0F0000080273,0F01054793,"2018-05-28 00:00:00","2018-05-28 11:01:22",05,11014079,-1,237727,22,11,170.00,-136.00,0F0000079335
0F0000080275,0F01054793,"2018-05-28 00:00:00","2018-05-28 11:01:22",05,11014079,1,237727,22,11,170.00,119.98,NULL
3D0000019483,3D01015017,"2018-05-28 00:00:00","2018-05-28 11:10:32",33,11014252,1,237740,22," 9",120.00,99.98,NULL
AF0000034904,AF01023821,"2018-05-28 00:00:00","2018-05-28 12:39:49",05,10996573,1,235469,22,10,130.00,109.98,NULL
3E0000021238,3E01014665,"2018-05-28 00:00:00","2018-05-28 13:33:52",34,11023766,1,239081,22," 9½",140.00,99.98,NULL
AF0000034922,AF01023834,"2018-05-28 00:00:00","2018-05-28 13:35:21",05,11036454,1,240800,22,12,198.00,149.98,NULL
AF0000034924,AF01023834,"2018-05-28 00:00:00","2018-05-28 13:35:21",05,11020827,1,238644,22,13,55.00,49.98,NULL
AF0000034925,AF01023834,"2018-05-28 00:00:00","2018-05-28 13:35:21",05,11026428,1,239446,22,12,150.00,129.98,NULL
2I0000001508,2I01001067,"2018-05-28 00:00:00","2018-05-28 14:16:17",28,11023296,1,239013,22,10,95.00,79.98,NULL
3E0000021248,3E01014670,"2018-05-28 00:00:00","2018-05-28 14:37:40",34,10954887,1,229861,22,11,158.00,129.98,NULL
2F0000006881,2F01004952,"2018-05-28 00:00:00","2018-05-28 15:15:33",25,10849550,1,214317,22," 9",85.00,79.98,NULL
0F0000080408,0F01054866,"2018-05-28 00:00:00","2018-05-28 15:31:01",05,11014463,1,237759,22," 8",42.00,42.00,NULL
3E0000021259,3E01014678,"2018-05-28 00:00:00","2018-05-28 15:52:37",34,10974593,1,232548,22," 8½",150.00,129.98,NULL
2I0000001516,2I01001072,"2018-05-28 00:00:00","2018-05-28 15:54:02",28,11020833,1,238649,22,11,195.00,179.98,NULL
2I0000001517,2I01001072,"2018-05-28 00:00:00","2018-05-28 15:54:02",28,11020865,1,238656,22,11,195.00,179.98,NULL
3E0000021264,3E01014681,"2018-05-28 00:00:00","2018-05-28 16:23:45",34,10974592,1,232548,22," 8",150.00,129.98,NULL
2F0000006903,2F01004966,"2018-05-28 00:00:00","2018-05-28 16:55:02",25,11014333,1,237749,22,10,160.00,119.98,NULL
2F0000006907,2F01004965,"2018-05-28 00:00:00","2018-05-28 17:16:52",25,10700770,1,192880,22,12,168.00,149.98,NULL
3D0000019510,3D01015034,"2018-05-28 00:00:00","2018-05-28 17:27:26",33,10716849,1,195284,22,10½,125.00,109.98,NULL
3D0000019511,3D01015035,"2018-05-28 00:00:00","2018-05-28 17:29:53",33,11026774,1,239508,22," 9",158.00,119.98,NULL
2I0000001527,2I01001077,"2018-05-28 00:00:00","2018-05-28 17:44:58",28,10819829,1,210108,22,10,65.00,59.98,NULL
2F0000006919,2F01004978,"2018-05-28 00:00:00","2018-05-28 17:47:55",25,11014092,1,237728,22,11,140.00,109.98,NULL
2F0000006920,2F01004978,"2018-05-28 00:00:00","2018-05-28 17:47:55",25,11014466,1,237759,22,11,42.00,42.00,NULL
3E0000021280,3E01014691,"2018-05-28 00:00:00","2018-05-28 17:57:14",34,11021810,1,238806,22,12,170.00,149.98,NULL
3D0000019515,3D01015040,"2018-05-28 00:00:00","2018-05-28 18:02:31",33,11021833,1,238808,22," 9½",170.00,149.98,NULL
2I0000001529,2I01001079,"2018-05-28 00:00:00","2018-05-28 18:09:38",28,11020072,1,238507,22," 8",90.00,79.98,NULL
2I0000001531,2I01001081,"2018-05-28 00:00:00","2018-05-28 18:32:33",28,10887490,1,220088,22,10,158.00,139.98,NULL
3D0000019523,3D01015044,"2018-05-28 00:00:00","2018-05-28 18:39:45",33,11020188,1,237882,22,10½,160.00,129.98,NULL
3E0000021294,3E01014699,"2018-05-28 00:00:00","2018-05-28 18:49:56",34,10976538,1,232772,22," 8½",200.00,179.98,NULL
2I0000001533,2I01001084,"2018-05-28 00:00:00","2018-05-28 18:50:01",28,10919617,1,224699,22,11,45.00,45.00,NULL
2I0000001536,2I01001085,"2018-05-28 00:00:00","2018-05-28 18:51:07",28,10919618,1,224699,22,12,45.00,45.00,NULL
2I0000001538,2I01001087,"2018-05-28 00:00:00","2018-05-28 19:00:27",28,11023297,1,239013,22,11,95.00,79.98,NULL
2I0000001543,2I01001089,"2018-05-28 00:00:00","2018-05-28 19:10:58",28,11017773,1,238236,22,10,110.00,99.98,NULL
3D0000019531,3D01015049,"2018-05-28 00:00:00","2018-05-28 19:13:43",33,11036453,1,240800,22,11,198.00,149.98,NULL
3D0000019538,3D01015053,"2018-05-28 00:00:00","2018-05-28 19:25:42",33,11014076,1,237727,22," 9½",170.00,119.98,NULL
3D0000019539,3D01015053,"2018-05-28 00:00:00","2018-05-28 19:25:42",33,11014103,1,237729,22,10,140.00,99.98,NULL
3E0000021297,3E01014702,"2018-05-28 00:00:00","2018-05-28 19:41:18",34,10997472,1,235644,22,11,195.00,179.98,NULL
2I0000001546,2I01001091,"2018-05-28 00:00:00","2018-05-28 19:55:01",28,11021746,1,238798,22,11,130.00,109.98,NULL
AF0000035057,AF01023912,"2018-05-28 00:00:00","2018-05-28 19:56:41",05,10875765,1,218247,22,10,115.00,99.98,NULL
2I0000001548,2I01001093,"2018-05-28 00:00:00","2018-05-28 20:23:10",28,11030952,1,240137,22,10,158.00,119.98,NULL
2I0000001549,2I01001094,"2018-05-28 00:00:00","2018-05-28 20:24:30",28,10973406,1,232414,22,11,150.00,129.98,NULL
2I0000001550,2I01001095,"2018-05-28 00:00:00","2018-05-28 20:25:28",28,11020088,1,238509,22,10,100.00,79.98,NULL
3D0000019549,3D01015061,"2018-05-28 00:00:00","2018-05-28 20:26:44",33,11022997,1,238987,22,10½,80.00,59.98,NULL
3E0000021304,3E01014707,"2018-05-28 00:00:00","2018-05-28 20:50:07",34,10976502,1,232769,22,10,200.00,179.98,NULL
0F0000080577,0F01054967,"2018-05-28 00:00:00","2018-05-28 20:54:39",05,10991581,1,234854,22," 7",120.00,99.98,NULL
3E0000021306,3E01014708,"2018-05-28 00:00:00","2018-05-28 20:58:08",34,10954838,1,229854,22,11,178.00,159.98,NULL
3D0000019552,3D01015063,"2018-05-28 00:00:00","2018-05-28 21:05:44",33,11020815,1,238643,22," 9",55.00,49.98,NULL
3D0000019555,3D01015065,"2018-05-28 00:00:00","2018-05-28 21:07:56",33,11027672,1,239648,22,11,98.00,48.98,NULL
0F0000080601,0F01054980,"2018-05-29 00:00:00","2018-05-29 10:20:01",05,11016493,-1,238099,22,10,140.00,-140.00,0F0000079177
0F0000080602,0F01054980,"2018-05-29 00:00:00","2018-05-29 10:20:01",05,11016494,1,238099,22,10½,140.00,119.98,NULL
3E0000021316,3E01014717,"2018-05-29 00:00:00","2018-05-29 10:54:34",34,10922150,1,225006,22,10,95.00,84.98,NULL
0F0000080615,0F01054990,"2018-05-29 00:00:00","2018-05-29 11:12:05",05,10922150,1,225006,22,10,95.00,84.98,NULL
0F0000080616,0F01054990,"2018-05-29 00:00:00","2018-05-29 11:12:05",05,10922143,1,225005,22,10,95.00,84.98,NULL
0F0000080617,0F01054990,"2018-05-29 00:00:00","2018-05-29 11:12:05",05,10715247,1,195085,22,10,195.00,195.00,NULL
0F0000080621,0F01054992,"2018-05-29 00:00:00","2018-05-29 11:24:46",05,11022996,1,238987,22,10,80.00,59.98,NULL
0F0000080622,0F01054992,"2018-05-29 00:00:00","2018-05-29 11:24:46",05,10939301,1,227520,22,10,90.00,69.98,NULL
3D0000019564,3D01015072,"2018-05-29 00:00:00","2018-05-29 12:01:37",33,11016612,1,238111,22,12,130.00,99.98,NULL
0F0000080644,0F01055009,"2018-05-29 00:00:00","2018-05-29 12:30:18",05,11014329,-1,237749,22," 8",160.00,-128.00,0F0000080020
0F0000080645,0F01055009,"2018-05-29 00:00:00","2018-05-29 12:30:18",05,11020208,1,237884,22," 8",170.00,139.98,NULL
BB0000013410,BB01009044,"2018-05-29 00:00:00","2018-05-29 12:49:34",11,11016651,1,238105,22,12,100.00,89.98,NULL
BB0000013411,BB01009044,"2018-05-29 00:00:00","2018-05-29 12:49:34",11,10974626,1,232550,22,12,80.00,69.98,NULL
3D0000019587,3D01015085,"2018-05-29 00:00:00","2018-05-29 13:13:44",33,10922147,1,225006,22," 7",95.00,84.98,NULL
3D0000019590,3D01015087,"2018-05-29 00:00:00","2018-05-29 13:32:16",33,11011698,1,237462,22,11,100.00,79.98,NULL
3D0000019595,3D01015091,"2018-05-29 00:00:00","2018-05-29 13:50:46",33,11020866,-1,238656,22,12,195.00,-195.00,3D0000017887
0F0000080736,0F01055062,"2018-05-29 00:00:00","2018-05-29 15:21:25",05,11014116,1,237730,22,10,150.00,129.98,NULL
0F0000080769,0F01055089,"2018-05-29 00:00:00","2018-05-29 16:40:07",05,11021530,1,238751,22,10,150.00,134.98,NULL
3E0000021360,3E01014744,"2018-05-29 00:00:00","2018-05-29 17:01:25",34,11029284,1,239904,22,11,128.00,99.98,NULL
2F0000007016,2F01005047,"2018-05-29 00:00:00","2018-05-29 18:01:32",25,11029289,1,239906,22," 8",128.00,99.98,NULL
2I0000001591,2I01001132,"2018-05-29 00:00:00","2018-05-29 19:15:50",28,11022713,1,238955,22," 8",95.00,79.98,NULL
3D0000019626,3D01015114,"2018-05-29 00:00:00","2018-05-29 19:23:11",33,11013998,1,237721,22," 9½",230.00,199.98,NULL
2I0000001598,2I01001137,"2018-05-29 00:00:00","2018-05-29 19:51:34",28,11023013,1,238988,22,12,80.00,59.98,NULL
2I0000001599,2I01001137,"2018-05-29 00:00:00","2018-05-29 19:51:34",28,10919613,1,224699,22," 7",45.00,45.00,NULL
3E0000021387,3E01014760,"2018-05-29 00:00:00","2018-05-29 19:54:58",34,11015779,1,238047,22,10,168.00,149.98,NULL
3D0000019632,3D01015120,"2018-05-29 00:00:00","2018-05-29 20:10:52",33,10981824,1,233481,22,10,128.00,109.98,NULL
3D0000019635,3D01015122,"2018-05-29 00:00:00","2018-05-29 20:17:27",33,10931905,1,226449,22," 8½",140.00,119.98,NULL
2I0000001605,2I01001140,"2018-05-29 00:00:00","2018-05-29 20:21:43",28,10872229,1,217734,22,10,75.00,64.98,NULL
2I0000001606,2I01001140,"2018-05-29 00:00:00","2018-05-29 20:21:43",28,11022944,1,238982,22,10,80.00,69.98,NULL
2I0000001610,2I01001141,"2018-05-29 00:00:00","2018-05-29 20:36:47",28,11021208,1,238695,22,10,35.00,29.98,NULL
2I0000001618,2I01001144,"2018-05-29 00:00:00","2018-05-29 21:04:41",28,10716852,-1,195284,22,12,125.00,-125.00,2I0000001145
2I0000001619,2I01001144,"2018-05-29 00:00:00","2018-05-29 21:04:41",28,10716850,1,195284,22,11,125.00,109.98,NULL
0F0000080868,0F01055162,"2018-05-30 00:00:00","2018-05-30 10:21:21",05,11022996,-1,238987,22,10,80.00,-59.98,0F0000080621
0F0000080869,0F01055162,"2018-05-30 00:00:00","2018-05-30 10:21:21",05,10939301,-1,227520,22,10,90.00,-69.98,0F0000080622
2F0000007054,2F01005069,"2018-05-30 00:00:00","2018-05-30 11:15:35",25,10973771,1,232453,22,12,195.00,195.00,NULL
2I0000001626,2I01001147,"2018-05-30 00:00:00","2018-05-30 11:32:12",28,11029337,1,239914,22,10,128.00,63.98,NULL
2I0000001627,2I01001148,"2018-05-30 00:00:00","2018-05-30 11:46:44",28,11020094,1,238510,22," 9",100.00,79.98,NULL
2I0000001636,2I01001156,"2018-05-30 00:00:00","2018-05-30 12:31:39",28,11017512,-1,238200,22,11,150.00,-150.00,2I0000001387
2F0000007082,2F01005086,"2018-05-30 00:00:00","2018-05-30 13:26:39",25,11016413,1,238093,22," 9",55.00,49.98,NULL
2F0000007083,2F01005086,"2018-05-30 00:00:00","2018-05-30 13:26:39",25,11020807,1,238645,22," 9",75.00,64.98,NULL
3D0000019671,3D01015146,"2018-05-30 00:00:00","2018-05-30 13:43:52",33,11026764,1,239506,22," 9",158.00,139.98,NULL
3D0000019675,3D01015150,"2018-05-30 00:00:00","2018-05-30 14:03:10",33,11014465,1,237759,22,10,42.00,42.00,NULL
